prior_id,prior_name,destination_id,destination_name,year,module_index
19,Nagano,26,Osaka,2014,2
27,Hyogo,33,Hiroshima,2014,2
13,Kanagawa,15,Toyama,2014,3
15,Toyama,12,Tokyo,2014,1
15,Toyama,25,Kyoto,2014,2
13,Kanagawa,16,Ishikawa,2014,3
16,Ishikawa,22,Aichi,2014,3
18,Yamanashi,10,Saitama,2014,1
20,Gihu,19,Nagano,2014,3
16,Ishikawa,33,Hiroshima,2014,2
20,Gihu,20,Gihu,2014,3
32,Okayama,33,Hiroshima,2014,2
23,Mie,26,Osaka,2014,2
22,Aichi,39,Fukuoka,2014,5
13,Kanagawa,23,Mie,2014,1
25,Kyoto,36,Kagawa,2014,6
36,Kagawa,8,Tochigi,2014,6
16,Ishikawa,20,Gihu,2014,3
20,Gihu,13,Kanagawa,2014,1
33,Hiroshima,46,Okinawa,2014,2
28,Nara,32,Okayama,2014,2
32,Okayama,32,Okayama,2014,2
32,Okayama,12,Tokyo,2014,1
33,Hiroshima,29,Wakayama,2014,2
33,Hiroshima,8,Tochigi,2014,1
25,Kyoto,43,Oita,2014,5
33,Hiroshima,19,Nagano,2014,1
32,Okayama,41,Nagasaki,2014,2
41,Nagasaki,28,Nara,2014,2
43,Oita,45,Kagoshima,2014,5
45,Kagoshima,41,Nagasaki,2014,5
13,Kanagawa,41,Nagasaki,2014,5
41,Nagasaki,46,Okinawa,2014,5
46,Okinawa,45,Kagoshima,2014,5
27,Hyogo,13,Kanagawa,2014,1
14,Niigata,10,Saitama,2014,1
33,Hiroshima,32,Okayama,2014,2
32,Okayama,34,Yamaguchi,2014,5
34,Yamaguchi,39,Fukuoka,2014,5
39,Fukuoka,44,Miyazaki,2014,5
14,Niigata,13,Kanagawa,2014,1
14,Niigata,18,Yamanashi,2014,1
14,Niigata,22,Aichi,2014,3
26,Osaka,42,Kumamoto,2014,5
14,Niigata,25,Kyoto,2014,2
14,Niigata,39,Fukuoka,2014,5
39,Fukuoka,41,Nagasaki,2014,5
14,Niigata,7,Ibaraki,2014,1
14,Niigata,8,Tochigi,2014,1
15,Toyama,11,Chiba,2014,1
15,Toyama,15,Toyama,2014,3
15,Toyama,16,Ishikawa,2014,3
15,Toyama,19,Nagano,2014,3
19,Nagano,22,Aichi,2014,3
15,Toyama,21,Shizuoka,2014,1
15,Toyama,22,Aichi,2014,3
26,Osaka,31,Shimane,2014,2
29,Wakayama,18,Yamanashi,2014,1
15,Toyama,36,Kagawa,2014,2
36,Kagawa,25,Kyoto,2014,2
16,Ishikawa,16,Ishikawa,2014,3
16,Ishikawa,39,Fukuoka,2014,5
20,Gihu,33,Hiroshima,2014,2
28,Nara,20,Gihu,2014,3
12,Tokyo,17,Fukui,2014,1
17,Fukui,14,Niigata,2014,1
37,Ehime,38,Kochi,2014,6
38,Kochi,38,Kochi,2014,6
